udio,musicgen,YuE,real,suno
0.7110068798065186,0.7703482508659363,0.9206958413124084,0.2552015483379364,0.8930803537368774
0.4030207693576813,0.22857822477817535,0.6884703636169434,0.9230822920799255,0.9565887451171875
0.3794548213481903,0.6897150278091431,0.9436808228492737,0.9619019031524658,0.38293319940567017
0.932357907295227,0.8406269550323486,0.9651265740394592,0.9701287150382996,0.9729864001274109
0.6661995053291321,0.9394532442092896,0.7855389714241028,0.8130475878715515,0.8575658798217773
0.8696111440658569,0.7677831053733826,0.9637430906295776,0.7521263360977173,0.9804500341415405
0.77888423204422,0.6070817112922668,0.8725167512893677,0.8130475878715515,0.9692822694778442
0.6120920777320862,0.8867862820625305,0.5309962630271912,0.9469100832939148,0.9755373001098633
0.901700496673584,0.7574197053909302,0.5466762185096741,0.6075096130371094,0.9097425937652588
0.8003172278404236,0.6098572015762329,0.7359632253646851,0.9764105677604675,0.9538474678993225
0.8711182475090027,0.7720528841018677,0.39866188168525696,0.2473364919424057,0.9485950469970703
0.8060182332992554,0.9281005263328552,0.659117579460144,0.9543459415435791,0.966083824634552
0.7608410120010376,0.7635679841041565,0.6757912635803223,0.9624879360198975,0.9753698706626892
0.8266434073448181,0.9007978439331055,0.7221181392669678,0.9611126184463501,0.6817746758460999
0.8472374081611633,0.6679967641830444,0.4079199731349945,0.25634872913360596,0.9787777662277222
0.3857877850532532,0.8664436936378479,0.48528853058815,0.8055660128593445,0.9738726615905762
0.8016019463539124,0.3334914445877075,0.9744447469711304,0.9377145767211914,0.9831674695014954
0.9294556975364685,0.8913161158561707,0.7484453916549683,0.9606382250785828,0.9667500257492065
0.7547434568405151,0.7964332103729248,0.8505220413208008,0.9681441783905029,0.9740962386131287
0.8295941352844238,0.7853695154190063,0.8412288427352905,0.9677698612213135,0.700986921787262
,,0.6994364261627197,0.9534265398979187,
,,0.3500118553638458,0.1074468120932579,
,,0.6955043077468872,,
