udio,musicgen,YuE,real,suno
0.021186186000704765,0.16862837970256805,0.9585715532302856,0.03930250555276871,0.9563467502593994
0.08272970467805862,0.17421476542949677,0.9471622705459595,0.03677022457122803,0.9492694735527039
0.05326441675424576,0.8103812336921692,0.9401194453239441,0.061738837510347366,0.9024142026901245
0.08508395403623581,0.12983401119709015,0.6250542998313904,0.0977943018078804,0.9472713470458984
0.0470670647919178,0.8714653849601746,0.8719469308853149,0.056060031056404114,0.9277402758598328
0.15718871355056763,0.04175888001918793,0.43049710988998413,0.046639375388622284,0.2257525473833084
0.10868997871875763,0.3710373342037201,0.556644082069397,0.031005272641777992,0.9326097965240479
0.09442449361085892,0.11818157881498337,0.7962174415588379,0.024075087159872055,0.9709962010383606
0.158733069896698,0.8801048994064331,0.42923304438591003,0.0652545765042305,0.22077305614948273
0.33845481276512146,0.6995947360992432,0.9276002049446106,0.04446887969970703,0.9708430171012878
,0.07723486423492432,0.8043285012245178,,0.948714554309845
,0.06471934914588928,0.9403328895568848,,0.6175808310508728
,0.9231023788452148,0.40530166029930115,,
,0.11419589817523956,0.9111433625221252,,
,0.7779331803321838,0.9494393467903137,,
,0.16466526687145233,0.8939144015312195,,
,0.6759271025657654,0.5876500606536865,,
,0.07434635609388351,0.4542255401611328,,
,0.08937999606132507,0.8858981132507324,,
,0.9231763482093811,,,
