udio,musicgen,YuE,real,suno
0.05488774925470352,0.23252855241298676,0.28533855080604553,0.07245665788650513,0.0514693558216095
0.03880327567458153,0.30593612790107727,0.3280352056026459,0.10077586770057678,0.1795734018087387
0.6473177075386047,0.6304934620857239,0.3685259222984314,0.07662668079137802,0.05536837503314018
0.7882106900215149,0.25089797377586365,0.34710973501205444,0.1020679697394371,0.08770085871219635
0.7579361200332642,0.6575126051902771,0.055366963148117065,0.08535858988761902,0.051380705088377
0.05075429007411003,0.08971726894378662,0.1663035899400711,0.06194145232439041,0.08422604948282242
0.04100000113248825,0.4753513038158417,0.2841106057167053,0.05272094905376434,0.16574260592460632
0.4100896120071411,0.14380037784576416,0.09010472148656845,0.05468820035457611,0.10769539326429367
0.815540075302124,0.5266810655593872,0.08702578395605087,0.05002543330192566,0.04706629365682602
0.05144476518034935,0.547601044178009,0.12043674290180206,0.08303848654031754,0.15505024790763855
0.7395365238189697,0.1313152015209198,0.12331090122461319,0.0804588720202446,0.045348893851041794
0.7003132700920105,0.15312354266643524,0.07869432866573334,0.0721270740032196,0.08859926462173462
0.04216218739748001,0.8742272257804871,0.18726353347301483,0.15910182893276215,0.10962440818548203
0.6879732608795166,0.14721350371837616,0.1980493813753128,0.2950904071331024,0.05891219899058342
0.04227425158023834,0.47557157278060913,0.1261814385652542,0.06444185227155685,0.25824064016342163
0.05153243988752365,0.13149616122245789,0.09713996201753616,0.05342899635434151,0.06571214646100998
0.04694133996963501,0.5519070625305176,0.4900645911693573,0.0700492411851883,0.08329230546951294
0.059130776673555374,0.07026035338640213,0.42342132329940796,0.052801258862018585,0.0701819434762001
0.7700886726379395,0.19293832778930664,0.14913950860500336,0.05610373988747597,0.23593302071094513
0.7999555468559265,0.7137960195541382,0.4062242805957794,0.05651991441845894,0.03340620920062065
,,0.05447431653738022,0.05324802175164223,
,,0.06944486498832703,0.08208397030830383,
,,0.07142862677574158,,
