udio,musicgen,YuE,real,suno
0.04442137852311134,0.21842443943023682,0.9679614901542664,0.044462643563747406,0.9303374290466309
0.07633839547634125,0.08493972569704056,0.9429985880851746,0.056821081787347794,0.9886720180511475
0.4199041426181793,0.8155211806297302,0.8335345387458801,0.08306953310966492,0.9253647327423096
0.9601033329963684,0.260518878698349,0.24044464528560638,0.03356844559311867,0.9637871980667114
0.927004873752594,0.8528702259063721,0.34327080845832825,0.05678987503051758,0.9628780484199524
0.08145057410001755,0.09183823317289352,0.6929054856300354,0.18985515832901,0.9875079989433289
0.06325335800647736,0.2323034107685089,0.9011148810386658,0.36693575978279114,0.9606517553329468
0.43647363781929016,0.07158192992210388,0.28104135394096375,0.10855071246623993,0.9848581552505493
0.9509458541870117,0.7240082025527954,0.3723551630973816,0.07231142371892929,0.9806857109069824
0.04299132153391838,0.5034899115562439,0.22560960054397583,0.07813038676977158,0.9749303460121155
0.9760057926177979,0.04148345813155174,0.33750900626182556,0.031974393874406815,0.929480791091919
0.9566688537597656,0.05610015615820885,0.4682495892047882,0.046234894543886185,0.943570613861084
0.06219414621591568,0.836588978767395,0.7734430432319641,0.034849613904953,0.9915273785591125
0.9491392970085144,0.1068166196346283,0.7053804993629456,0.04603751376271248,0.9904158115386963
0.05526501312851906,0.6624403595924377,0.6054006218910217,0.03495847061276436,0.9847493767738342
0.04412360489368439,0.1435493379831314,0.1394006311893463,0.03223290294408798,0.9848050475120544
0.09931806474924088,0.34830933809280396,0.9555335640907288,0.07154445350170135,0.9900661706924438
0.17226962745189667,0.20011022686958313,0.7341300249099731,0.03123784251511097,0.9207176566123962
0.935077965259552,0.11205831170082092,0.8812313079833984,0.03493482246994972,0.979324996471405
0.9663459658622742,0.8772351741790771,0.941489577293396,0.0395524725317955,0.7169938683509827
,,0.24850104749202728,0.061523765325546265,
,,0.18573762476444244,0.03231961280107498,
,,0.13332390785217285,,
