udio,musicgen,YuE,real,suno
0.030474375933408737,0.10251389443874359,0.9709801077842712,0.04955032840371132,0.9701569080352783
0.07238706201314926,0.812083899974823,0.9291061758995056,0.0779198706150055,0.9560989737510681
0.11463157832622528,0.8821055889129639,0.9216231107711792,0.06690406054258347,0.9752106666564941
0.053919147700071335,0.04904588311910629,0.694811999797821,0.27939310669898987,0.9507007598876953
0.0672440156340599,0.21976925432682037,0.6833009123802185,0.10314268618822098,0.9674665331840515
0.06288136541843414,0.4689200222492218,0.8510782122612,0.27072158455848694,0.9753631949424744
0.05552332475781441,0.5431303381919861,0.2532970607280731,0.0391002856194973,0.9738612174987793
0.04550374299287796,0.8729739785194397,0.23907655477523804,0.02719479613006115,0.9750117063522339
0.04893297329545021,0.6971702575683594,0.3484068214893341,0.07806116342544556,0.8538423776626587
0.5376827120780945,0.3335263431072235,0.5758985280990601,0.04750227555632591,0.9651055932044983
,0.8579368591308594,0.3672143518924713,,0.9722077250480652
,,0.8028544783592224,,0.8944475054740906
,,0.16212198138237,,
,,0.9633418917655945,,
,,0.6540532112121582,,
,,0.9493426084518433,,
,,0.9373133778572083,,
,,0.21851517260074615,,
,,0.2716890573501587,,
