udio,musicgen,YuE,real,suno
0.8332392573356628,0.8311198949813843,0.9673196077346802,0.6440221071243286,0.9539014101028442
0.06388110667467117,0.49626150727272034,0.8938777446746826,0.201563760638237,0.9818768501281738
0.8062824606895447,0.9326754808425903,0.9738983511924744,0.14923079311847687,0.8676838874816895
0.9592632055282593,0.9349140524864197,0.9176381826400757,0.14711987972259521,0.912348747253418
0.932086169719696,0.9415133595466614,0.4111134111881256,0.20359766483306885,0.866670548915863
0.9039050936698914,0.9131062030792236,0.9106398224830627,0.9498767852783203,0.9815581440925598
0.26972922682762146,0.6509730219841003,0.985360324382782,0.7231451272964478,0.90598064661026
0.9482175707817078,0.888130247592926,0.4378620386123657,0.37441787123680115,0.9190747737884521
0.9564014673233032,0.9148500561714172,0.38716307282447815,0.07398732006549835,0.8975435495376587
0.33110886812210083,0.8289514183998108,0.6715939044952393,0.4576367437839508,0.9707896709442139
0.9785569310188293,0.9538511037826538,0.5335297584533691,0.07434248179197311,0.9643232226371765
0.9641073942184448,0.9443058371543884,0.6716957092285156,0.06997392326593399,0.9636077284812927
0.21902242302894592,0.9064744710922241,0.6893653273582458,0.9723514318466187,0.9838725924491882
0.9542887806892395,0.7836142182350159,0.25651055574417114,0.2775975465774536,0.9854293465614319
0.4250223636627197,0.7476391792297363,0.9315601587295532,0.17043302953243256,0.9798313975334167
0.10819031298160553,0.9736348390579224,0.536180317401886,0.04651552066206932,0.9759001135826111
0.5051935911178589,0.4516650438308716,0.9728772640228271,0.30774128437042236,0.9855718612670898
0.859349250793457,0.9687400460243225,0.8327242136001587,0.2014675736427307,0.9398367404937744
0.9713879227638245,0.9657802581787109,0.8085367679595947,0.1418960690498352,0.9728201627731323
0.9673854112625122,0.915623664855957,0.9177053570747375,0.6957037448883057,0.9106597900390625
,,0.6189864277839661,0.2207762748003006,
,,0.2454199194908142,0.261352002620697,
,,0.16263125836849213,,
