udio,musicgen,YuE,real,suno
0.028403598815202713,0.24182847142219543,0.9683360457420349,0.04729970172047615,0.9698532819747925
0.07768529653549194,0.0842994675040245,0.9326579570770264,0.05501003563404083,0.989617109298706
0.40843117237091064,0.8293221592903137,0.9005264043807983,0.0845300480723381,0.9492694735527039
0.9575983881950378,0.11040978878736496,0.9206304550170898,0.06966003775596619,0.9747388958930969
0.8852455615997314,0.8938090801239014,0.36446937918663025,0.0583440326154232,0.9649565815925598
0.145599365234375,0.04858340695500374,0.693748414516449,0.20385700464248657,0.9872265458106995
0.05213518440723419,0.22956624627113342,0.7737898826599121,0.08925958722829819,0.9683967232704163
0.6816249489784241,0.07004114985466003,0.3050649166107178,0.08448521047830582,0.979923665523529
0.9489625692367554,0.5057724714279175,0.18593674898147583,0.034094490110874176,0.9734935760498047
0.0629875510931015,0.5089531540870667,0.2827106714248657,0.03651580587029457,0.9758270978927612
0.9755018949508667,0.058701325207948685,0.21859638392925262,0.028098860755562782,0.8968542814254761
0.9628672003746033,0.05068399757146835,0.3601979911327362,0.03235463798046112,0.9641411304473877
0.07923761755228043,0.8818897008895874,0.6614477038383484,0.06699474155902863,0.992168128490448
0.9568474888801575,0.15340401232242584,0.339980810880661,0.07182104885578156,0.9886541366577148
0.044513020664453506,0.6788814663887024,0.7183369994163513,0.047347113490104675,0.9851588606834412
0.0461309440433979,0.1679096519947052,0.12539297342300415,0.022890064865350723,0.9884724020957947
0.05472756549715996,0.31164178252220154,0.9599844217300415,0.12305048853158951,0.9888123273849487
0.8350403904914856,0.08901795744895935,0.6432453989982605,0.0333770290017128,0.9704777598381042
0.939109206199646,0.1905408650636673,0.9304947257041931,0.0359097458422184,0.9843769073486328
0.960212230682373,0.8617244362831116,0.9357079863548279,0.02926618978381157,0.7560940384864807
,,0.18402303755283356,0.055880557745695114,
,,0.20817753672599792,0.032383181154727936,
,,0.1525724083185196,,
