udio,musicgen,YuE,real,suno
0.043447885662317276,0.25472119450569153,0.9727306365966797,0.08943130075931549,0.9458244442939758
0.10401833802461624,0.07710181921720505,0.8911309838294983,0.0546477735042572,0.9878975749015808
0.7060025334358215,0.8189413547515869,0.8938426971435547,0.05303420498967171,0.9367566704750061
0.9529377222061157,0.13827906548976898,0.9688401222229004,0.07390017062425613,0.9443360567092896
0.9030377268791199,0.9268578886985779,0.8600480556488037,0.06489154696464539,0.9787428379058838
0.0862489864230156,0.10669423639774323,0.4656912386417389,0.7453768849372864,0.9799261689186096
0.05310310795903206,0.19888067245483398,0.9304409623146057,0.06194286420941353,0.9385407567024231
0.7670554518699646,0.07081830501556396,0.34225180745124817,0.05042408034205437,0.9693519473075867
0.9480533003807068,0.6635205149650574,0.13188312947750092,0.032038599252700806,0.9726004600524902
0.0929911807179451,0.5689233541488647,0.22603508830070496,0.047560907900333405,0.966693103313446
0.9757485389709473,0.07402291893959045,0.43182289600372314,0.034692514687776566,0.9514762759208679
0.9593998789787292,0.0519605353474617,0.322752445936203,0.037275321781635284,0.9528471231460571
0.08889918029308319,0.8648527264595032,0.7098145484924316,0.051240626722574234,0.9864339828491211
0.957038164138794,0.13014446198940277,0.23357586562633514,0.08405173569917679,0.9697269201278687
0.04041707515716553,0.3811810314655304,0.6184998154640198,0.051240768283605576,0.9817498922348022
0.04952387884259224,0.09424897283315659,0.23230773210525513,0.12452932447195053,0.9842975735664368
0.049495093524456024,0.3146774470806122,0.9457042813301086,0.5449249148368835,0.983802080154419
0.8886158466339111,0.11971983313560486,0.6988157629966736,0.07193198800086975,0.9583629965782166
0.949906587600708,0.2686755657196045,0.5692858695983887,0.054307520389556885,0.979353129863739
0.9606318473815918,0.8486749529838562,0.9589059352874756,0.053044311702251434,0.41525909304618835
,,0.22057846188545227,0.05206186696887016,
,,0.20157769322395325,0.030086740851402283,
,,0.11072056740522385,,
